environment | time (millisecond),membrane | i_to_plus_p_K_0 (picoA_per_picoF),membrane | i_to_plus_p_K_10 (picoA_per_picoF),membrane | i_to_plus_p_K_20 (picoA_per_picoF),membrane | i_to_plus_p_K_30 (picoA_per_picoF),membrane | i_to_plus_p_K_40 (picoA_per_picoF),membrane | i_to_plus_p_K_50 (picoA_per_picoF),membrane | i_to_plus_p_K_60 (picoA_per_picoF),membrane | i_to_plus_p_K_70 (picoA_per_picoF),membrane | i_to_plus_p_K_80 (picoA_per_picoF),membrane | i_to_plus_p_K_neg10 (picoA_per_picoF),membrane | i_to_plus_p_K_neg20 (picoA_per_picoF),membrane | i_to_plus_p_K_neg30 (picoA_per_picoF)
431,0.0259506,0.106817,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0091111,0.0036242,0.000965457
432,0.0259377,0.106806,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00910737,0.00362291,0.000965277
433,0.0259248,0.106795,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00910363,0.00362162,0.000965097
434,0.0259119,0.106785,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00909991,0.00362034,0.000964918
435,0.0258991,0.106775,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00909619,0.00361905,0.000964739
436,0.0258864,0.106765,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00909247,0.00361777,0.00096456
437,0.0258737,0.106755,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00908876,0.00361649,0.000964382
438,0.025861,0.106745,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00908505,0.00361521,0.000964205
439,0.0258484,0.106735,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00908134,0.00361393,0.000964027
440,0.0258358,0.106726,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00907764,0.00361265,0.00096385
441,0.0258233,0.106717,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00907395,0.00361138,0.000963674
442,0.0258108,0.106708,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00907026,0.0036101,0.000963498
443,0.0257983,0.106699,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00906657,0.00360883,0.000963322
444,0.0257859,0.10669,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00906289,0.00360755,0.000963147
445,0.0257736,0.106681,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00905921,0.00360628,0.000962971
446,0.0257613,0.106673,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00905553,0.00360501,0.000962797
447,0.025749,0.106664,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00905187,0.00360374,0.000962623
448,0.0257368,0.106656,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0090482,0.00360247,0.000962449
449,0.0257246,0.106648,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00904454,0.00360121,0.000962275
450,0.0257124,0.10664,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00904088,0.00359994,0.000962102
451,0.0257003,0.106632,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00903723,0.00359868,0.000961929
452,0.0256882,0.106624,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00903358,0.00359741,0.000961756
453,0.0256762,0.106617,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00902994,0.00359615,0.000961584
454,0.0256642,0.106609,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0090263,0.00359489,0.000961412
455,0.0256522,0.106602,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00902266,0.00359363,0.000961241
456,0.0256403,0.106594,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00901903,0.00359237,0.00096107
457,0.0256284,0.106587,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0090154,0.00359111,0.000960899
458,0.0256166,0.10658,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00901177,0.00358985,0.000960728
459,0.0256048,0.106573,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00900815,0.0035886,0.000960558
460,0.025593,0.106567,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00900454,0.00358734,0.000960388
461,0.0255813,0.10656,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00900093,0.00358609,0.000960219
462,0.0255696,0.106554,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00899732,0.00358484,0.000960049
463,0.0255579,0.106547,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00899371,0.00358358,0.000959881
464,0.0255463,0.106541,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00899011,0.00358233,0.000959712
465,0.0255347,0.106535,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00898652,0.00358108,0.000959544
466,0.0255232,0.106529,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00898292,0.00357984,0.000959376
467,0.0255117,0.106523,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00897934,0.00357859,0.000959208
468,0.0255002,0.106517,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00897575,0.00357734,0.000959041
469,0.0254887,0.106511,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00897217,0.0035761,0.000958873
470,0.0254773,0.106505,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00896859,0.00357485,0.000958707
471,0.0254659,0.1065,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00896502,0.00357361,0.00095854
472,0.0254546,0.106494,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00896145,0.00357237,0.000958374
473,0.0254433,0.106489,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00895789,0.00357113,0.000958208
474,0.025432,0.106483,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00895432,0.00356989,0.000958042
475,0.0254208,0.106478,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00895076,0.00356865,0.000957877
476,0.0254095,0.106473,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00894721,0.00356741,0.000957712
477,0.0253984,0.106468,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00894366,0.00356617,0.000957547
478,0.0253872,0.106463,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00894011,0.00356494,0.000957382
479,0.0253761,0.106458,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00893657,0.0035637,0.000957218
480,0.025365,0.106453,0.470718,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00893303,0.00356247,0.000957054
481,0.0253539,0.106449,0.470718,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00892949,0.00356124,0.00095689
482,0.0253429,0.106444,0.470719,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00892596,0.00356,0.000956727
483,0.0253319,0.10644,0.470719,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00892243,0.00355877,0.000956564
484,0.0253209,0.106435,0.470721,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00891891,0.00355754,0.000956401
485,0.02531,0.106431,0.470722,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00891539,0.00355631,0.000956238
486,0.0252991,0.106427,0.470724,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00891187,0.00355509,0.000956075
487,0.0252882,0.106422,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00890835,0.00355386,0.000955913
488,0.0252774,0.106418,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00890484,0.00355263,0.000955751
489,0.0252665,0.106414,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00890133,0.00355141,0.00095559
490,0.0252558,0.10641,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00889783,0.00355018,0.000955428
491,0.025245,0.106406,0.470724,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00889433,0.00354896,0.000955267
492,0.0252342,0.106402,0.470724,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00889083,0.00354774,0.000955106
493,0.0252235,0.106399,0.470723,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00888734,0.00354652,0.000954945
494,0.0252129,0.106395,0.470722,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00888385,0.0035453,0.000954785
495,0.0252022,0.106391,0.470721,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00888036,0.00354408,0.000954624
496,0.0251916,0.106388,0.470721,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00887688,0.00354286,0.000954464
497,0.025181,0.106384,0.470722,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0088734,0.00354164,0.000954305
498,0.0251704,0.106381,0.470724,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00886992,0.00354042,0.000954145
499,0.0251598,0.106377,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00886645,0.00353921,0.000953986
500,0.0251493,0.106374,0.470726,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00886298,0.00353799,0.000953827
501,0.0251388,0.106371,0.470727,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00885951,0.00353678,0.000953668
502,0.0251283,0.106368,0.470727,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00885605,0.00353557,0.000953509
503,0.0251179,0.106364,0.470727,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00885259,0.00353435,0.000953351
504,0.0251075,0.106361,0.470727,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00884914,0.00353314,0.000953193
505,0.0250971,0.106358,0.470726,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00884568,0.00353193,0.000953035
506,0.0250867,0.106355,0.470725,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00884223,0.00353072,0.000952877
507,0.0250764,0.106352,0.470723,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00883879,0.00352951,0.000952719
508,0.025066,0.10635,0.470722,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00883534,0.00352831,0.000952562
509,0.0250557,0.106347,0.47072,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0088319,0.0035271,0.000952405
510,0.0250455,0.106344,0.47072,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00882847,0.0035259,0.000952248
511,0.0250352,0.106341,0.470719,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00882503,0.00352469,0.000952091
512,0.025025,0.106339,0.47072,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0088216,0.00352349,0.000951935
513,0.0250148,0.106336,0.47072,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00881818,0.00352228,0.000951778
514,0.0250046,0.106333,0.470721,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00881475,0.00352108,0.000951622
515,0.0249944,0.106331,0.470722,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00881133,0.00351988,0.000951466
516,0.0249843,0.106328,0.470723,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00880791,0.00351868,0.000951311
517,0.0249741,0.106326,0.470724,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0088045,0.00351748,0.000951155
518,0.0249641,0.106324,0.470725,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00880109,0.00351628,0.000951
519,0.024954,0.106321,0.470724,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.00879768,0.00351508,0.000950845
520,0.0249439,0.106319,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00879427,0.00351389,0.00095069
521,0.0249339,0.106317,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00879087,0.00351269,0.000950535
522,0.0249239,0.106315,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00878747,0.00351149,0.00095038
523,0.0249139,0.106312,0.470718,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00878408,0.0035103,0.000950226
524,0.0249039,0.10631,0.470718,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00878068,0.00350911,0.000950072
525,0.024894,0.106308,0.470718,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00877729,0.00350791,0.000949918
526,0.024884,0.106306,0.470718,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00877391,0.00350672,0.000949764
527,0.0248741,0.106304,0.470718,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00877052,0.00350553,0.000949611
528,0.0248642,0.106302,0.470719,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00876714,0.00350434,0.000949457
529,0.0248544,0.1063,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00876376,0.00350315,0.000949304
530,0.0248445,0.106298,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00876039,0.00350196,0.000949151
531,0.0248347,0.106296,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00875702,0.00350078,0.000948998
532,0.0248249,0.106295,0.470726,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00875365,0.00349959,0.000948845
533,0.0248151,0.106293,0.470727,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00875028,0.0034984,0.000948693
534,0.0248053,0.106291,0.470727,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00874692,0.00349722,0.00094854
535,0.0247956,0.106289,0.470726,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00874356,0.00349603,0.000948388
536,0.0247858,0.106288,0.470726,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0087402,0.00349485,0.000948236
537,0.0247761,0.106286,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00873685,0.00349367,0.000948084
538,0.0247664,0.106284,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0087335,0.00349249,0.000947933
539,0.0247567,0.106283,0.470722,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00873015,0.0034913,0.000947781
540,0.024747,0.106281,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0087268,0.00349012,0.00094763
541,0.0247374,0.10628,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00872346,0.00348894,0.000947479
542,0.0247278,0.106278,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00872012,0.00348777,0.000947328
543,0.0247182,0.106277,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00871678,0.00348659,0.000947177
544,0.0247086,0.106275,0.470722,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00871345,0.00348541,0.000947026
545,0.024699,0.106274,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00871012,0.00348423,0.000946876
546,0.0246894,0.106272,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00870679,0.00348306,0.000946726
547,0.0246799,0.106271,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00870346,0.00348188,0.000946575
548,0.0246703,0.10627,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00870014,0.00348071,0.000946425
549,0.0246608,0.106268,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00869682,0.00347954,0.000946275
550,0.0246513,0.106267,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0086935,0.00347836,0.000946126
551,0.0246418,0.106266,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00869019,0.00347719,0.000945976
552,0.0246324,0.106264,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00868687,0.00347602,0.000945827
553,0.0246229,0.106263,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00868356,0.00347485,0.000945678
554,0.0246135,0.106262,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00868026,0.00347368,0.000945529
555,0.0246041,0.106261,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00867695,0.00347251,0.00094538
556,0.0245947,0.10626,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00867365,0.00347135,0.000945231
557,0.0245853,0.106259,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00867035,0.00347018,0.000945082
558,0.0245759,0.106257,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00866706,0.00346901,0.000944934
559,0.0245665,0.106256,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00866376,0.00346785,0.000944785
560,0.0245572,0.106255,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00866047,0.00346668,0.000944637
561,0.0245479,0.106254,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00865719,0.00346552,0.000944489
562,0.0245385,0.106253,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0086539,0.00346436,0.000944341
563,0.0245292,0.106252,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00865062,0.00346319,0.000944193
564,0.02452,0.106251,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00864734,0.00346203,0.000944046
565,0.0245107,0.10625,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00864406,0.00346087,0.000943898
566,0.0245014,0.106249,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00864079,0.00345971,0.000943751
567,0.0244922,0.106248,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00863751,0.00345855,0.000943604
568,0.0244829,0.106247,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00863424,0.00345739,0.000943457
569,0.0244737,0.106246,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00863098,0.00345624,0.00094331
570,0.0244645,0.106246,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00862771,0.00345508,0.000943163
571,0.0244553,0.106245,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00862445,0.00345392,0.000943016
572,0.0244461,0.106244,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00862119,0.00345277,0.00094287
573,0.024437,0.106243,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00861793,0.00345161,0.000942724
574,0.0244278,0.106242,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00861468,0.00345046,0.000942577
575,0.0244187,0.106241,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00861143,0.00344931,0.000942431
576,0.0244095,0.106241,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00860818,0.00344815,0.000942285
577,0.0244004,0.10624,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00860493,0.003447,0.000942139
578,0.0243913,0.106239,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00860169,0.00344585,0.000941994
579,0.0243822,0.106238,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.00859845,0.0034447,0.000941848
580,0.0243731,0.106238,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00859521,0.00344355,0.000941703
581,0.024364,0.106237,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00859197,0.0034424,0.000941557
582,0.024355,0.106236,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00858873,0.00344125,0.000941412
583,0.0243459,0.106236,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0085855,0.0034401,0.000941267
584,0.0243369,0.106235,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00858227,0.00343896,0.000941122
585,0.0243279,0.106234,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00857905,0.00343781,0.000940977
586,0.0243189,0.106234,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00857582,0.00343667,0.000940833
587,0.0243099,0.106233,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0085726,0.00343552,0.000940688
588,0.0243009,0.106232,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00856938,0.00343438,0.000940544
589,0.0242919,0.106232,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00856616,0.00343323,0.000940399
590,0.0242829,0.106231,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00856295,0.00343209,0.000940255
591,0.024274,0.106231,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00855973,0.00343095,0.000940111
592,0.024265,0.10623,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00855652,0.00342981,0.000939967
593,0.0242561,0.106229,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00855332,0.00342867,0.000939823
594,0.0242471,0.106229,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00855011,0.00342753,0.00093968
595,0.0242382,0.106228,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00854691,0.00342639,0.000939536
596,0.0242293,0.106228,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00854371,0.00342525,0.000939392
597,0.0242204,0.106227,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00854051,0.00342411,0.000939249
598,0.0242115,0.106227,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00853731,0.00342298,0.000939106
599,0.0242026,0.106226,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00853412,0.00342184,0.000938963
600,0.0241938,0.106226,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.00853093,0.0034207,0.00093882
